name,img,otherName,intro
马勃,http://p.ayxbk.com/images/thumb/8/89/Bk2tg.jpg/220px-Bk2tg.jpg,（灰包、马粪包、马疕、马屁勃、马疕苗、灰菇、马屁包、牛屎菇、灰包菌、药苞、人头菌、牛屎菌、大气菌、灰菌、鸡肾菌、地烟、马庀菌、香末菇、乌龙菌、药包）,清肺利咽，解毒止血。。主咽喉肿痛，咳嗽失音，吐血衄血，诸疮不敛。
马齿苋,http://p.ayxbk.com/images/thumb/8/87/Bk2th.jpg/220px-Bk2th.jpg,（马齿菜、马苋菜、猪母菜、瓜仁菜、瓜子菜、长寿菜、马蛇子菜、马齿草、马苋、五行草、马齿龙芽、五方草、长命菜、九头狮子草、酸苋、安乐菜、长命苋、酱瓣豆草、蛇草、酸味菜、狮子草、地马菜、蚂蚁菜、马踏菜、灰苋、酱瓣草、豆板菜、地马莱、耐旱菜）,清热解毒，凉血止血。用于热毒血痢，痈肿疔疮，湿疹，丹毒，蛇虫咬伤，便血，痔血，崩漏下血。
马蛋果,http://p.ayxbk.com/images/f/f8/Bke3t.jpg,（沙梨果树木瓜）,祛风；除湿；解毒。主麻风病；象皮病；皮肤病
马兜铃,http://p.ayxbk.com/images/thumb/b/be/Bk2tl.jpg/220px-Bk2tl.jpg,（马兜零、马兜苓、兜铃、水马香果、葫芦罐、臭铃铛、蛇参果、马兜铃、臭铃档、臭罐罐、万丈龙）,清热降气，止咳平喘。主治：慢性支气管炎，肺热咳喘，百日咳。
马棘,http://p.ayxbk.com/images/thumb/a/a4/Gyl7z7f4.jpg/220px-Gyl7z7f4.jpg,（一味药、野绿豆、马料梢、山皂角、野篮枝子）,清热解毒，消肿散结。用于感冒咳嗽，扁桃体炎，颈淋巴结结核，小儿疳积，痔疮；外用治疔疮。
马交儿,http://p.ayxbk.com/images/thumb/9/9f/Gyl7zd0f.jpg/220px-Gyl7zd0f.jpg,（老鼠拉冬瓜、土花粉、土白蔹）,清热解毒，消肿散结。用于咽喉肿痛，结膜炎；外用治疮疡肿毒，淋巴结结核，睾丸炎，皮肤湿疹。
马兰,http://p.ayxbk.com/images/thumb/b/b6/Bkljt.jpg/220px-Bkljt.jpg,（鱼鳅串、泥鳅串、鸡儿肠、田边菊、路边菊、蓑衣草、脾草、紫菊、阶前菊、马兰头、竹节草、马兰菊、蟛蜞菊、红梗菜、田菊、毛蜞菜、红马兰、马兰青、螃蜞头草、蓑衣莲、灯盏细辛、日边菊、红管药、鸡油儿、田蒿子、剪刀草、田茶菊）,凉血，清热，利湿，解毒。治吐血，衄血，血痢，创伤出血，疟疾，黄疸，水肿，淋浊，咽痛，喉痹，痔疮，痈肿，丹毒，蛇咬伤。
马蓼,http://p.ayxbk.com/images/thumb/d/de/Bke43.jpg/220px-Bke43.jpg,（大蓼、墨记草、春蓼）,发汗除湿；消食；杀虫。主风寒感冒；风寒湿痹；伤食泄泻及肠道寄生虫病
马蔺,http://p.ayxbk.com/images/thumb/2/2c/Bkn6a.jpg/220px-Bkn6a.jpg,（马莲、蠡实、马蔺花、旱蒲、马帚、剧草、三竖、豕首、荔、马薤、蠡草、高诱注、铁扫帚、箭杆风）,清热解毒；利尿通淋；活血消肿。主喉痹；淋浊；关节痛；痛疽恶疮；金疮
马铃薯,http://p.ayxbk.com/images/a/a1/Bke44.jpg,（阳芋、山药蛋、洋番薯、土豆、洋芋、山洋芋、地蛋、洋山芋、荷兰薯、薯仔、茨仔）,和胃健中；解毒消肿。主胃痛；痄肋；痈肿；湿疹；烫伤
马陆,http://p.ayxbk.com/images/thumb/2/26/Bke4d.jpg/220px-Bke4d.jpg,（蛟、百足、马蚿、蛆蟝、马蚰、马蠲、秦渠、飞蚿虫、马轴、蚐、千足、刀环虫、百节虫、蛩、千脚虫、篦子虫、锅耳朵、大草鞋虫、百脚陆、蚿、蛝、马驩）,破积；解毒.治症瘕，痞满，痈肿，毒疮。
马尿泡,http://p.ayxbk.com/images/thumb/f/fc/Bk2tx.jpg/220px-Bk2tx.jpg,（羊尿泡、唐冲嘎保）,解痉止痛；消肿。主胃痛；胆绞痛；急慢性胃肠炎；无名肿毒
马钱子,http://p.ayxbk.com/images/thumb/f/f4/Bk5ez.jpg/220px-Bk5ez.jpg,（番木鳖、苦实把豆儿、火失刻把都、苦实、马前、牛银、大方八、马前子）,通络止痛，散结消肿。用于风湿顽痹，麻木瘫痪，跌扑损伤，痈疽肿痛；小儿麻痹后遗症，类风湿性关节痛。
马钱子粉,http://p.ayxbk.com/images/c/cc/Bk2u6.jpg,,同马钱子。通络止痛，散结消肿。用于风湿顽痹，麻木瘫痪，跌扑损伤，痈疽肿痛；小儿麻痹后遗症，类风湿性关节痛。
马鹊树,http://p.ayxbk.com/images/thumb/0/09/Bke4j.jpg/220px-Bke4j.jpg,（羊奶奶树、牛奶奶树、牛奶子）,止咳平喘；活血止痛。主咳嗽气喘；跌打损伤；风湿关节痛；牙痛；痔疮
马肉,http://p.ayxbk.com/images/e/eb/Bke4l.jpg,,强筋壮骨；除热。主寒热痿痹；筋骨无力，疮毒
马唐,http://p.ayxbk.com/images/thumb/9/93/Bke4m.jpg/220px-Bke4m.jpg,（羊麻、羊粟、马饭、莸）,明目润肺。主目暗不明；肺热咳嗽
马蹄金,http://p.ayxbk.com/images/thumb/a/aa/Bkazg.jpg/220px-Bkazg.jpg,（黄胆草、小金钱草[四川]、螺丕草、小马蹄草、荷包草、九连环、小碗碗草、小迎风草、月亮草）,清热利湿，解毒消肿。用于肝炎，胆囊炎，痢疾，肾炎水肿，泌尿系感染，泌尿系结石，扁桃体炎，跌打损伤。
马蹄蕨,http://p.ayxbk.com/images/d/dc/Bke4o.jpg,（马蹄树、观音座莲、地莲花、牛蹄劳、马蹄香、马蹄附子、观音莲、马蹄莲、马蹄风、山羊蹄、福建莲座蕨、山猪肝、大凤尾、牛脚迹、羊蹄甲、渡饥草）,祛风，清热，解毒。治风热咳嗽，痄腮，痈肿疮毒，蛇咬伤，功能性子宫出血。
马先蒿,http://p.ayxbk.com/images/thumb/5/50/Bke4p.jpg/220px-Bke4p.jpg,（广布马先蒿、马屎蒿、马新蒿、烂石草、练石草、虎麻、马尿泡、芝麻七）,祛风利湿，杀虫。用于风湿性关节炎，尿路结石，小便不利。外用治疥疮。
马银花,http://p.ayxbk.com/images/thumb/f/f0/Bke4q.jpg/220px-Bke4q.jpg,,清湿热；解疮毒。主湿热带下；痈肿；疔疮
马缨花,http://p.ayxbk.com/images/2/23/Bkazh.jpg,（密筒花、红山茶、杜鹃、麻力光、映山红、苍山杜鹃、马银花）,清热解毒；凉血止血。主骨髓炎；消化道出血；咯血；衄血；崩漏；月经不调
马鬃,http://p.ayxbk.com/images/thumb/8/88/Bke4r.jpg/220px-Bke4r.jpg,（马髻毛、马牦、马鬐毛、马毛）,止血止带；解毒敛疮。主崩漏；带下；痈疮
马醉木,http://p.ayxbk.com/images/thumb/3/3c/Bke4t.jpg/220px-Bke4t.jpg,（梫木）,杀虫。主疥疮
玛瑙,http://p.ayxbk.com/images/thumb/8/80/Bke4x.jpg/220px-Bke4x.jpg,（马脑、码瑙、文石、码碯）,清热解毒；除障明目。主目生障翳；目睑赤烂
蚂蚁,http://p.ayxbk.com/images/thumb/d/d1/Bke5b.jpg/220px-Bke5b.jpg,（蚁、玄驹、昆蜉、马蚁）,补肾益精；通经活络；解毒消肿。主肾虚头昏耳鸣；失眠多梦；阳痿遗精；风湿痹痛；中风偏瘫6；手足麻木；红斑性狼疮；硬皮病；皮肌炎；痈肿疔疮；毒蛇咬伤
蚂蚁花根,http://p.ayxbk.com/images/thumb/0/09/Bke5r.jpg/220px-Bke5r.jpg,（野牡丹根）,清热利湿；消肿。主湿热黄疸；泻痢；外伤瘀肿
买麻藤,http://p.ayxbk.com/images/thumb/b/b5/Bk6t7.jpg/220px-Bk6t7.jpg,（买子藤、驳骨藤、大节藤、乌骨风、麻骨风、黑藤、鸡节藤、鹤膝风、小木米藤、脱节藤、竹节藤、接骨藤、大瓠藤、含水藤、果米藤、苦楝藤）,祛风除湿，活血散瘀。茎叶：治跌打损伤，风湿骨痛。根：治鹤膝风。
麦冬,http://p.ayxbk.com/images/b/ba/Bk2un.jpg,（麦门冬、沿阶草）,养阴生津，润肺清心。用于肺燥干咳。虚痨咳嗽，津伤口渴，心烦失眠，内热消渴，肠燥便秘；咽白喉。
麦饭石,http://p.ayxbk.com/images/5/58/Bkazk.jpg,（长寿石、健康石、炼山石、马牙砂、豆渣石）,解毒散结；去腐生肌；除寒祛湿；益肝健胃；活血化瘀；利尿化石；延年益寿。主痈疽发背；痤疮；湿疹；脚气；痱子；手指皲裂；黄褐斑；牙痛；口腔溃疡；风湿痹痛；腰背痛；慢性肝炎；胃炎；痢疾；糖尿病；神经衰弱；外伤红肿；高血压；老年性血管硬化；肿瘤；尿路结石
麦斛,http://p.ayxbk.com/images/thumb/e/eb/Bke5w.jpg/220px-Bke5w.jpg,（果上叶、石豆、一挂鱼、羊奶草、青兰、单叶石枣、鸦雀嘴、灵芝角、石杨梅、万年桃、石枣子、子上叶、瓜子莲、石龙石尾、七仙桃、小扣子兰、石蚊虫、石仙境、黄豆鞭、楼上楼、石莲子、根上子、石萸、石仙桃、鱼毙草、鸭雀嘴、石豆兰）,滋阴清热，化痰止咳。用于肺燥咳嗽，肺结核咯血，热病烦渴，扁桃体炎。
麦门冬,http://p.ayxbk.com/images/thumb/6/6e/Bkazo.jpg/220px-Bkazo.jpg,（麦冬、虋冬、不死药、禹余粮）,养阴润肺，清心除烦，益胃生津。治肺燥干咳，吐血，咯血，肺痿，肺痈，虚劳烦热，消渴，热病津伤，咽干口燥，便秘。
麦瓶草,http://p.ayxbk.com/images/thumb/8/8c/Bke5x.jpg/220px-Bke5x.jpg,（面条菜、米瓦罐、净瓶、香炉草、梅花瓶、广皮菜、瓢咀、甜甜菜、麦石榴、油瓶菜、羊蹄棵、红不英菜、胡炳菜、麦黄菜、灯笼草；灯笼泡；瓶罐花）,养阴，和血。治虚劳咳嗽，咯血。衄血，月经不调。
麦芽,http://p.ayxbk.com/images/thumb/7/78/Bk2uu.jpg/220px-Bk2uu.jpg,（大麦芽、大麦蘖、麦蘖、大麦毛、大麦糵、麦糵）,消食，和中，下气。治食积不消，脘腹胀满，食欲不振，呕吐泄泻，乳胀不消。
馒头蟹,http://p.ayxbk.com/images/thumb/5/52/Bke63.jpg/220px-Bke63.jpg,（雷公蟹）,止痛；杀虫。主胸痛；脚癣
满山红油,http://p.ayxbk.com/images/thumb/6/6e/Bk2ve.jpg/220px-Bk2ve.jpg,,止咳，祛痰。用于急、慢性支气管炎。
满树星,http://p.ayxbk.com/images/thumb/2/2f/Bke6b.jpg/220px-Bke6b.jpg,（鼠李冬青、秤星木、天星木、岗梅、养牛仔、梅叶冬青、毕解、补借、天星根、满天星、烫膏仔木）,清热解毒，止咳化痰。主治感冒咳嗽，烧烫伤，牙痛。
满天星,http://p.ayxbk.com/images/5/56/Bke6c.jpg,,清热明目；退翳消肿。主角膜白斑；目赤肿痛
曼陀罗根,http://p.ayxbk.com/images/thumb/6/6c/Bke6h.jpg/220px-Bke6h.jpg,,镇咳；止痛；拔脓。主喘咳；风湿痹痛；疖癣；恶疮；狂犬咬伤
曼陀罗叶,http://p.ayxbk.com/images/thumb/4/49/Bke6j.jpg/220px-Bke6j.jpg,,镇咳平喘；止痛拔脓。主喘咳；痹痛；脚气；脱肛；痈疽疮疖
曼陀罗子,http://p.ayxbk.com/images/thumb/1/17/Bke6k.jpg/220px-Bke6k.jpg,（醉葡萄、天茄子、胡茄子、狗核桃、风茄果、金茄子、竻仙挑、洋大麻子、山大麻子、六轴子、闹羊花子、伏茄子、醉仙桃、竻仙桃）,平喘；祛风；止痛。主喘咳；惊痫；风寒湿痹；脱肛；跌打损伤；疮疖
蔓赤车,http://p.ayxbk.com/images/thumb/e/e4/Bke6o.jpg/220px-Bke6o.jpg,（毛赤车、入脸麻、接骨仙子、鸡骨香、香蕉草、水靛青、水田草、川萃）,清热解毒；散瘀消肿；凉血止血。主目赤肿痛；痄腮；蛇缠疮；牙痛；扭挫伤；妇女闭经；疮疖肿痛；烧烫伤；毒蛇咬伤；外伤出血
蔓荆子,http://p.ayxbk.com/images/thumb/c/c9/Bk2vf.jpg/220px-Bk2vf.jpg,（白背木耳、白背杨、水捻子、白布荆、蔓荆实、荆子、万荆子、蔓青子）,疏散风热，清利头目。用于风热感冒头痛，齿龈肿痛，目赤多泪，目暗不明，头晕目眩。
莽草,http://p.ayxbk.com/images/thumb/5/5c/Bkbno.jpg/220px-Bkbno.jpg,（芒草、葞、春草、菵草、石桂、红桂、鼠莽、草、石佳、红茴香、骨底搜、山木蟹、山大茴）,祛风、消肿。治头风，痈肿，皮肤麻痹，瘰疬，乳痈，喉痹，疝瘕，癣疥，秃疮，风虫牙痛。
猫耳朵草,http://p.ayxbk.com/images/9/9d/Bke6p.jpg,（草蚱蚂莲、土知母、毛芨蕨、龙头凤尾、象牙七、联公七）,清热解毒；行气止痛。主伤寒高热；关节疼痛；胃痛
猫毛草,http://p.ayxbk.com/images/a/aa/Bke6q.jpg,（臭草、金丝草、肥马草、枪草）,利水通淋，清热。主治尿路感染，肾炎水肿，感冒发烧，黄疸型肝炎，糖尿病。
猫须草,http://p.ayxbk.com/images/thumb/e/e1/Bk6t5.jpg/220px-Bk6t5.jpg,（肾茶、猫须公）,清热祛湿，排石利尿。用于急慢性肾炎，膀胱炎，尿路结石，胆结石。
猫眼草,http://p.ayxbk.com/images/thumb/8/86/Bk76m.jpg/220px-Bk76m.jpg,（打碗棵、打盆打碗、猫眼棵、猫儿眼、肿手棵、打碗花）,镇咳；祛痰；散结；逐水；拔毒；杀虫。主痰饮咳喘；水肿；瘰疬；疥癣；无名肿毒
猫爪草,http://p.ayxbk.com/images/thumb/8/8b/Bk2vv.jpg/220px-Bk2vv.jpg,（小毛茛、猫爪儿草、三散草）,解毒；化痰散结。主主治瘰疬；结核；咽炎；疔疮；蛇咬伤；疟疾；偏头痛；牙痛
猫爪子,http://p.ayxbk.com/images/thumb/1/14/Bke6x.jpg/220px-Bke6x.jpg,（歧序唐松草、坚唐松草）,清热解毒；制酸。主急性结膜炎；传染性肝炎；痢疾；胃病吐酸
毛白杨,http://p.ayxbk.com/images/thumb/d/df/Bke6y.jpg/220px-Bke6y.jpg,（白杨、笨白杨、独摇、大叶杨、响杨）,清热利湿；止咳化痰。主肝炎；痢疾；淋浊；咳嗽痰喘
毛车藤,http://p.ayxbk.com/images/thumb/7/75/Bke72.jpg/220px-Bke72.jpg,（酸果藤、锯子藤）,下乳。主产后乳汁不下；乳汁稀少
毛大丁草,http://p.ayxbk.com/images/b/ba/Bke73.jpg,（兔耳风[云南]、小一枝箭、一枝香[福建]、白眉、一柱香、扑地香、白花一枝香、头顶一枝香、磨地香、一枝香、兔耳风、毛耳风、无风自动草、贴地风、一炷香、头顶一枝草、贴地消、巴地香、四皮香、满地香、伏地老、天灯芯、锁地虎、白花一支香、银高杯、毛扶郎花）,清热解毒，止咳化痰，痢疾，小二疳积；外用治跌打损伤，毒蛇咬伤。
毛冬青,http://p.ayxbk.com/images/thumb/1/1e/Bk5s3.jpg/220px-Bk5s3.jpg,（乌尾丁、细叶冬青、山熊胆、酸味木、喉毒药、茶叶冬青、毛披树、痈树、六月霜、细叶青、苦田螺、山桐油、老鼠啃、山冬青、水火药、米碎丹、高山冬青、猫秋子草、毛雌子、美仔蕉、毛莱、六青、矮梯、耐糊梯、火烙木、毒药）,活血通脉，消肿止痛，清热解毒。用于心绞痛，心肌梗死，血栓闭塞性脉管炎，中心性视网膜炎，扁桃体炎，咽喉炎，小儿肺炎，冻疮。
毛冬青叶,http://p.ayxbk.com/images/thumb/3/3f/Bke74.jpg/220px-Bke74.jpg,,清热凉血；解毒消肿。主烫伤；外伤出血；痈肿疔疮；走马牙疳
毛茛,http://p.ayxbk.com/images/thumb/7/72/Bkbnp.jpg/220px-Bkbnp.jpg,（鱼疔草、鸭脚板、野芹菜、山辣椒、老虎脚爪草、毛芹菜、起泡菜、水茛、毛建、毛建草、猴蒜、天灸、毛堇、自灸、鹤膝草、瞌睡草、老虎草、犬脚迹、老虎脚迹草、火筒青、辣子草、辣辣草、老虎须、千里光、老鼠脚底板、烂肺草、三脚虎、水芹菜、、扑地棕、翳子药、一包针）,治疟疾，黄疸，偏头痛，胃痛，风湿关节痛，鹤膝风，痈肿，恶疮，疥癣，牙痛，火眼。
毛花槭,http://p.ayxbk.com/images/thumb/b/b3/Bke76.jpg/220px-Bke76.jpg,,清热解毒；祛风除湿。主痈疽；丹毒；无名肿毒；湿疹；小儿头疮；风湿痹痛；跌打损伤
毛蒌,http://p.ayxbk.com/images/c/c4/Bke77.jpg,（石南藤、石蒌、爬岩香、小毛蒟、绒毛胡椒、小毛蒌、小墙风、野芦子）,祛风活血，行气止痛。用于风湿性腰腿痛，跌打损伤，胃腹疼痛，产后风痛。
毛木通,http://p.ayxbk.com/images/thumb/b/be/Bke78.jpg/220px-Bke78.jpg,,消炎，利尿，止痛。主治扁桃体炎，咽喉炎，尿道炎，膀胱炎，跌打损伤。
毛稔,http://p.ayxbk.com/images/9/95/Bke79.jpg,（山啄咯、红花野牡丹、豹牙郎、豺狗舌、红爆牙狼、长叶金香炉、红芯猪牯稔、开口枣、雉头叶、鸡头木、射牙郎、黄狸胆、猛虎下山、红狗杆木）,解毒止痛；生肌止血。主痧气腹痛；痢疾；便血；月经过多；疮疖；跌打肿痛；外伤出血
毛蕊花,http://p.ayxbk.com/images/thumb/3/3d/Bke7a.jpg/220px-Bke7a.jpg,（一柱香、大毛叶、海绵蒲、毒鱼草、牛耳草、虎尾鞭、霸王鞭、龟与箭、楼台香、海绵薄）,清热解毒；止血散瘀。主肺炎；慢性阑尾炎；疮毒；跌打损伤；创伤出血
毛麝香,http://p.ayxbk.com/images/a/a7/Bke7c.jpg,（麝香草、凉草、五凉草、酒子草、毛老虎、饼草、香草[广西]、辣蓟、辣鸡、五郎草、蓝花草、香草、土茵陈）,祛风湿，消肿毒，行气散瘀止痛。治风湿骨痛，气滞腹痛，疮疖肿毒，皮肤湿疹，瘙痒，跌打损伤。
毛笋,http://p.ayxbk.com/images/9/93/Bke7d.jpg,（茅竹笋）,化痰；消胀；透疹。主食品店积腹胀；痘疹不出
毛五加皮,http://p.ayxbk.com/images/thumb/9/97/Bke7f.jpg/220px-Bke7f.jpg,（红毛五加皮、刺五甲、刺甲皮）,祛风湿；强筋骨；活血止痛。主风湿痹痛；拘挛麻木；腰膝酸软；足膝无务；跌打损伤；阴囊湿疹
毛叶小寒药,http://p.ayxbk.com/images/thumb/a/ae/Bke7g.jpg/220px-Bke7g.jpg,（躲蛇生、避蛇灵、朱砂灵、躲蛇草、背蛇生、小南木香、岩蚌壳）,行气止痛；散瘀止血；清热消食。主胃炎；胃及十二指肠溃疡；胃痛；腹痛；痢疾；鼻衄；痔疮出血
毛毡草,http://p.ayxbk.com/images/thumb/4/47/Bke7h.jpg/220px-Bke7h.jpg,（臭草、臭毛毡草、鹅掌风、走马风）,清热解毒。主泄泻；毒虫螫伤
毛枝鱼藤,http://p.ayxbk.com/images/c/ce/Bke7j.jpg,,消肿止痛。主跌打肿痛
茅膏菜,http://p.ayxbk.com/images/thumb/6/68/Bke7k.jpg/220px-Bke7k.jpg,（地胡椒、捕虫草、食虫草、地珍珠、落地珍珠、一粒金丹、苍蝇网、山胡椒草、石龙芽草、山胡椒、胡椒草、夏无踪、白花叶、黄金丝、滴水不干、山地皮、柔鱼草、苍蝇草、捕蝇草、珍珠草、野高梁、露珠草、无风自动草、地下明珠）,治胃痛，赤白痢，小儿疳积，跌打损伤。
茅瓜,http://p.ayxbk.com/images/6/6b/Bke7o.jpg,（解毒草、老鼠瓜、山熊胆、金丝瓜、老鼠黄瓜、老鼠香瓜、狗黄瓜、银丝莲、野黄瓜、老鼠拉冬瓜、大种老鼠拉冬瓜、天瓜、耗子瓜、小苦瓜蒌、王瓜、土瓜、野甜瓜、山天瓜、牛奶子、波瓜公、狗屎瓜、小鸡黄瓜）,清热解毒；化瘀散结；化痰利湿。主疮痈肿毒；烫火饬；肺痈咳嗽；咽喉肿痛；水肿腹胀；腹泻；痢疾；酒疸；湿疹；风湿痹痛
茅莓,http://p.ayxbk.com/images/thumb/8/8f/Bkbnw.jpg/220px-Bkbnw.jpg,（蛇泡簕、三月泡、红梅消、虎波草、薅秧藨、天青地白草）,散瘀，止痛，解毒，杀虫。用于吐血、跌打刀伤、产后瘀滞腹痛、痢疾、痔疮、疥疮。
没食子,http://p.ayxbk.com/images/thumb/1/17/Bke7p.jpg/220px-Bke7p.jpg,（墨石子、无食子、没石子、无石子、麻茶泽、麻荼泽、无余子）,固气，涩精，敛肺，止血。治大肠虚滑，泻痢不止，便血，遗精，阴汗，咳嗽，咯血，齿痛，创伤出血，疮疡久不收口。
没药,http://p.ayxbk.com/images/thumb/f/fe/Bkmnr.jpg/220px-Bkmnr.jpg,（末药、明没药）,散瘀止痛，外用消肿生肌。用于跌打淤血肿痛，痈疽肿痛，胸腹诸痛；外用治疮口久不收敛。
玫瑰花,http://p.ayxbk.com/images/thumb/4/42/Bk2w0.jpg/220px-Bk2w0.jpg,（徘徊花、笔头花、湖花、刺玫花、刺玫菊）,行气解郁，和血，止痛。用于肝胃气痛，食少呕恶，月经不调，跌扑伤痛。
玫瑰露,http://p.ayxbk.com/images/thumb/f/fa/Bke7v.jpg/220px-Bke7v.jpg,,和中，养颜泽发。主肝气犯胃，脘腹胀满疼痛，肤发枯槁。
玫瑰茄,http://p.ayxbk.com/images/thumb/5/5e/Bke7w.jpg/220px-Bke7w.jpg,（红金梅、红梅果、洛神葵、洛济葵）,敛肺止咳；降血压；解酒。主肺虚咳嗽；高血压；醉酒
莓叶委陵菜,http://p.ayxbk.com/images/thumb/e/e1/Bk5s6.jpg/220px-Bk5s6.jpg,（雉子筵、满山红、毛猴子、菜飘子）,补阴虚，止血。用于治疝气、月经过多、功能性子宫出血，产后出血。
梅,http://p.ayxbk.com/images/thumb/0/01/Bkmm5.jpg/220px-Bkmm5.jpg,,1、痈疸疮肿。用盐梅烧存性，研为末，加轻粉少许，以香油涂搽患处四围。；2、喉痹乳蛾。用青梅二十枚、盐十二两，淹五天；另用明矾三两，桔梗、白芷、防风各二两，皂荚三十个，共研为末，拌梅汁和梅，收存瓶中。每取一枚，噙咽津液。凡中风普厥，牙关不开，用此方擦牙，很有效。；3、泄痢口渴。用乌梅煎汤代茶喝。；4、赤痢腹痛。用陈白梅同茶、蜜水各半煎服。；5、大便下血及久痢不止。用乌梅三两烧存性，研为末，加醋煮米糊和成丸子，如梧子大。每服二十丸，空心服，米汤送下。；6、小便尿血。用乌梅烧存性，研为末，加醋、糊做成丸子，如梧子大。每服四十丸，酒送下。；7、血崩。用乌梅内七枚，烧存性，研末，米汤送服。一天服二次。；8、大便不通。用乌梅十颗，泡热水中去核，做成枣子大的丸子，塞肛门内，不久好可通便。；9、霍乱吐泻。用盐梅煎汤细细饮服。；10、蛔虫上行。出于口鼻，用乌梅煎汤频饮，并含口中好安。；11、主咳。用乌梅肉微炒，罂粟壳去筋膜、蜜炒，等分为末。每服二钱，睡时蜜汤调下。；12、伤寒。用乌梅十四枚，盐五合，加水一升煎取半升，一次服下取吐，吐后须避风。
梅花参,http://p.ayxbk.com/images/7/77/Bke7z.jpg,（凤梨参）,补肾；益精；养血。主身体虚弱，肺结核；神经衰弱；阳痿；水肿
梅花草,http://p.ayxbk.com/images/thumb/0/0a/Bke80.jpg/220px-Bke80.jpg,,清热凉血，消肿解毒。治黄疸型肝炎，脉管炎，疮痈肿毒。
美人蕉花,http://p.ayxbk.com/images/thumb/3/3d/Bke82.jpg/220px-Bke82.jpg,,为止血药，治金疮及其他外伤出血。
美商陆,http://p.ayxbk.com/images/thumb/5/58/Bk6sv.jpg/220px-Bk6sv.jpg,（花商陆、野胭脂、白癞鸡婆、白鸡腿）,利尿药，用于慢性肾脏炎，肋膜炎，心囊水肿，腹水，脚气等一般水肿；外用可治无名肿毒及皮肤的寄生虫病。
虻虫,http://p.ayxbk.com/images/7/7a/Bkbo8.jpg,（牛虻、牛蚊子、牛蝇、牛苍蝇、瞎蒙、蜚虻）、绿头猛钻、瞎虻虫、瞎蚂蜂、瞎蠓、牛魔蚊、蜚虻、牛蝇子、瞎眼蠓）,破瘀散结，痛经堕胎。用于血瘀经闭，跌打损伤。
礞石,http://p.ayxbk.com/images/thumb/e/e5/Bk2wk.jpg/220px-Bk2wk.jpg,,坠痰，消食，下气，平肝。治顽痰癖积，宿食症瘕，癫狂惊痫，咳嗽喘急，痰涎上壅。
蒙古扁桃,http://p.ayxbk.com/images/a/ad/Bke8a.jpg,（山桃）,润肠通便；止咳化痰。主咽喉干燥；干咳及支气管炎；阴虚便秘
蒙古马兰,http://p.ayxbk.com/images/thumb/b/bd/Bke8b.jpg/220px-Bke8b.jpg,（北方马兰、羽叶马兰）,清热解毒；利湿；凉血止血。主感冒发热；咳嗽；咽喉肿痛；肠炎；痢疾；水肿；疮疖肿毒；外伤出血
迷迭香,http://p.ayxbk.com/images/thumb/8/8b/Bklq7.jpg/220px-Bklq7.jpg,,发汗；健脾；安神；止痛。主各种头痛；防止早期脱发
猕猴肉,http://p.ayxbk.com/images/thumb/b/b1/Bke8c.jpg/220px-Bke8c.jpg,,祛风除湿；补肾健脾。主风湿骨痛；神经衰弱；阳痿遗精；小儿疳积；便血
猕猴桃,http://p.ayxbk.com/images/thumb/7/7d/Bklgs.jpg/220px-Bklgs.jpg,（藤梨、阳桃、白毛桃、毛梨子、木子、猕猴梨、羊桃、毛叶猕猴桃、大红袍、大零核、猴仔梨、杨桃、绳梨、金梨、野梨、山洋桃、狐狸桃、绳桃、洋桃果、甜梨、毛桃子、野洋桃、公洋桃、鬼桃）,解热，止渴，通淋。治烦热，消渴，黄疸，石淋，痔疮。
猕猴桃根,http://p.ayxbk.com/images/2/24/Bke8g.jpg,（洋桃根）,清热，利尿，活血，消肿。治肝炎，水肿，跌打损伤，风湿关节痛，淋浊，带下，疮疖，瘰疬。
蘼芜,http://p.ayxbk.com/images/thumb/b/b2/Bke8h.jpg/220px-Bke8h.jpg,（蕲莲、蘪芜、薇芜、江蒿、芎藭苗、川芎苗、蕲芜、江蓠、芎穷苗）,祛脑中风寒。治头风头眩，流泪，多涕唾。
米团花,http://p.ayxbk.com/images/a/a9/Bke8m.jpg,（山蜂密；渍糖花、明堂花、大蜜糖花、蜂糖花、蜜蜂树花）,清热解毒；利湿消肿；接骨止血。主高热无汗无名肿毒；黄水疮；附骨疽；跌打骨折；外伤出血
米仔兰,http://p.ayxbk.com/images/thumb/d/de/Bke8n.jpg/220px-Bke8n.jpg,（碎米兰、兰花米、珠兰、木珠兰、树兰、暹罗花、鱼子兰、千里香、而子兰、鱼骨木、秋兰、米兰）,祛风湿；散瘀肿。主风湿关节痛；跌打损伤；痈疽肿毒
秘鲁香胶,http://p.ayxbk.com/images/f/fe/Bke8o.jpg,（拔尔撒摩、百露拔尔撒摩、秘鲁香、秘鲁香脂）,目咳祛痰；解毒杀虫。主慢性支气管炎；咳嗽痰多；痘疹；湿疹；皮肤伤损；疮疖疥癣
密脉鹅掌柴,http://p.ayxbk.com/images/thumb/0/04/Bke8q.jpg/220px-Bke8q.jpg,（七叶莲、五加风、木克买、五加皮、龙爪树、汉桃叶、万年青、五爪叶）,祛风止痛；活血消肿。主风湿痹痛；胃脘痛；跌打伤肿；骨折；外伤出血
