name,img,otherName,intro
二色补血草,http://p.ayxbk.com/images/thumb/8/8e/Bkcqv.jpg/220px-Bkcqv.jpg,（燎眉蒿、补血草、扫帚草、匙叶草、血见愁、秃子花、苍蝇花、白花莱棵、蝎子花菜、屹蚤花、野菠菜、白花菜棵、矶松、盐云草、盐云参、闹蝇花、蝇子花、苍蝇架）,补血，止血，散瘀，调经，益脾，健胃。治崩漏，尿血，月经不调。
二叶舌唇兰,http://p.ayxbk.com/images/thumb/0/0c/Bkcqy.jpg/220px-Bkcqy.jpg,（土白及）,补肺生肌，化瘀止血。用于肺痨咳血、吐血、衄血；外用治创伤，痈肿，水火烫伤。
二叶舞鹤草,http://p.ayxbk.com/images/a/a4/Bkcqz.jpg,,凉血，止血。用于吐血，尿血，月经过多；外用治外伤出血。
发菜,http://p.ayxbk.com/images/3/30/Bkcr1.jpg,,补血；利尿降压；化痰止咳。主妇女血虚；高血压病；咳嗽痰多
法半夏,http://p.ayxbk.com/images/thumb/1/1f/Bk17i.jpg/220px-Bk17i.jpg,,燥湿化痰。用于痰多咳喘，痰饮眩悸，风痰眩晕，痰厥头痛。
番红花,http://p.ayxbk.com/images/thumb/6/63/Bkmre.jpg/220px-Bkmre.jpg,（西红花、藏红花、洎夫蓝、番栀子蕊、撒馥兰、撒法郎）,活血化瘀，凉血解毒，解郁安神。用于经闭症瘕、产后瘀阻、温毒发斑、忧郁痞闷、惊悸发狂。
番荔枝,http://p.ayxbk.com/images/9/9c/Bkcr5.jpg,（佛头果、释迦果、唛螺陀、洋菠萝、蚂蚁果、林擒）,补脾胃；清热解毒；杀虫。主恶疮肿痛；肠寄生虫病
番木瓜,http://p.ayxbk.com/images/thumb/4/4e/Bkcr8.jpg/220px-Bkcr8.jpg,（木瓜[两广]、石瓜、万寿果、蓬生果、乳瓜、番瓜、木瓜、广西木瓜、木冬瓜、万寿匏、奶匏）,治胃痛，痢疾，二便不畅，风痹，烂脚。
番石榴干,http://p.ayxbk.com/images/0/0d/Bkcra.jpg,,收敛止泻；止血。主泻痢无度；崩漏
番石榴子,http://p.ayxbk.com/images/thumb/a/a4/Bkcrb.jpg/220px-Bkcrb.jpg,,止痛；止泻。主腹痛；泻痢
番薯,http://p.ayxbk.com/images/thumb/2/27/Bkcrc.jpg/220px-Bkcrc.jpg,（朱薯、山芋、甘薯、红山药、香薯蓣、红薯、金薯、番茹、土瓜、地瓜、红苕、白薯、玉枕薯、甜薯）,补中和血，益气生津，宽肠胃，通便秘。
番泻叶,http://p.ayxbk.com/images/e/e7/Bk17x.jpg,（泻叶、旃那叶、泡竹叶）,泻热导滞。治热结便秘，积滞腹胀。
番杏,http://p.ayxbk.com/images/2/2e/Bkcrf.jpg,（白番杏、白红菜、白番苋、滨莴苣、白番觅）,清热解毒，祛风消肿。治肠炎，败血病，疔疮红肿，风热目赤。
繁缕,http://p.ayxbk.com/images/thumb/b/be/Bkcrh.jpg/220px-Bkcrh.jpg,（鹅儿肠、鸡肠菜、合筋草、小被单草、园酸菜、蔜、蘩蒌、滋草、鹅肠菜、鹅儿肠菜、五爪龙、狗蚤菜、鹅馄饨、、繁蒌、圆酸菜、野墨菜、和尚菜、乌云草）,活血，去瘀，下乳，催生。治产后瘀滞腹痛，乳汁不多，暑热呕吐，肠痈，淋病，恶疮肿毒，跌打损伤。
梵天花,http://p.ayxbk.com/images/thumb/6/60/Bkcrq.jpg/220px-Bkcrq.jpg,（三角枫、三合枫、藕头婆、犬跤迹、犬跤爪、野茄、破布勒、假肉花、虱麻头、五龙会、粘花衣、假棉花、野棉花、野棉桃、地棉花、八大锤、七姐妹、山棉花、棉花肾、狗脚迹、红野棉花、野木棉、乌云盖雪、香港野棉花、干下槌、小桃花、小痴头婆、铁包金、小号山棉皮、拦路虎）,祛风解毒。治痢疾，疮疡，风毒流注，毒蛇咬伤。
方解石,http://p.ayxbk.com/images/thumb/1/11/Bkcrr.jpg/220px-Bkcrr.jpg,（黄石）,清热利湿；通脉解毒。主胸中留热结气；黄疸
防风,http://p.ayxbk.com/images/thumb/c/c0/Bk17z.jpg/220px-Bk17z.jpg,（铜芸、茴芸、茴草、百枝、闾根、百蜚、屏风、风肉、回云、回草、百种）,解表祛风，胜湿，止痉。用于感冒头痛，风湿痹痛，风疹瘙痒，破伤风。
防风花,http://p.ayxbk.com/images/thumb/c/c0/Bkd59.jpg/220px-Bkd59.jpg,,理气通络止痛。主脘腹痛；四肢拘挛；骨节疼痛
防己,http://p.ayxbk.com/images/8/8d/Bk181.jpg,（粉防己、粉寸己、汉防己、土防己[浙江]、石蟾蜍、蟾蜍薯、倒地拱、白木香、猪大肠、解离、载君行、石解）,行水，泻下焦湿热。治水肿臌胀，湿热脚气，手足挛痛，癣疥疮肿。
鲂鱼,http://p.ayxbk.com/images/b/b8/Bkcry.jpg,（鳊鱼、平胸鳊、法罗鱼、乌鳊、花边、三角鳊）,健脾益胃；消食和。主和消化不良；胸腹胀满
飞蛾树,http://p.ayxbk.com/images/thumb/f/fc/Bkcs1.jpg/220px-Bkcs1.jpg,（飞蛾楠、蝴蝶树、鸡火树）,止咳；敛疮。主新久咳嗽；鹅口疮
飞机草,http://p.ayxbk.com/images/thumb/1/1b/Bkcs2.jpg/220px-Bkcs2.jpg,（香泽兰、民国草）,散瘀消肿；解毒；止血。主跌打肿痛；疮疡肿毒；稻田性皮炎；外伤出血；旱怒蝗咬后流血不止
飞来鹤,http://p.ayxbk.com/images/thumb/4/4f/Gyl685co.jpg/220px-Gyl685co.jpg,（隔山消、隔山撬[四川]、白何首乌[江苏、江西]、野红苕、羊角藤、土白蔹、万世竹、剪蛇珠、山步虎、野番薯、奶浆藤、牛皮冻）,健胃消积，解毒消肿。用于食积腹痛，胃痛，小儿疳积，痢疾；外用治毒蛇咬伤，疔疮。
飞廉,http://p.ayxbk.com/images/thumb/0/0b/Bkcs9.jpg/220px-Bkcs9.jpg,（大蓟、刺盖、飞轻、天荠、伏猪、伏兔、飞雉、木禾、飞廉蒿、老牛错、红花草、刺打草、雷公菜、大力王、枫头棵、飞帘、红马刺、刺萝卜、老牛锉）,散瘀止血，清热利湿。用于吐血，鼻衄，尿血，功能性子宫出血，白帝，乳糜尿，泌尿系感染；外用治痈疖、疔疮。
飞龙掌血,http://p.ayxbk.com/images/thumb/8/83/Bkcsc.jpg/220px-Bkcsc.jpg,（见血飞、大救驾、三百棒、下山虎、簕钩、黄大金根、血莲肠、血见愁、见血散、散血丹、飞龙斩血、黄椒、血棒头、飞见血）,祛风止痛；散瘀止血；解毒消肿。主风湿痹痛；腰痛；胃痛；痛经；经闭；跌打损伤；劳伤吐血；衄血；瘀滞崩漏；疮痈肿毒
飞天蠄蟧,http://p.ayxbk.com/images/thumb/0/06/Gyl68d9r.jpg/220px-Gyl68d9r.jpg,（桫椤、刺桫椤、山蠄蟧、山棕、龙骨风、树蕨、大贯众）,清肺胃热，祛风除湿。治流感，肺热咳喘，吐血，风火牙痛，风湿关节痛，腰痛。
飞燕草,http://p.ayxbk.com/images/thumb/1/11/Bkcsd.jpg/220px-Bkcsd.jpg,（猫眼花、鸽子花、大花飞燕草、鸡爪莲、土黄连[吉林]、彩雀）,泻火止痛，杀虫。根：牙痛。全草：灭虱。
飞扬草,http://p.ayxbk.com/images/thumb/7/79/Bkard.jpg/220px-Bkard.jpg,（大飞扬、大乳汁草、节节花）,清热解毒，利湿止痒。用于细菌性痢疾，阿米巴痢疾，肠炎，肠道滴虫，消化不良，支气管炎，肾盂肾炎；外用治湿疹、皮炎、皮肤瘙痒。
鲱鱼,http://p.ayxbk.com/images/thumb/8/83/Bkcsk.jpg/220px-Bkcsk.jpg,（青鱼、青条鱼）,补虚利尿。主肺结核；浮肿；小便不利
肥肉草,http://p.ayxbk.com/images/thumb/a/af/Bkcsn.jpg/220px-Bkcsn.jpg,（家构、酸酒子、酸杆、福笛木、羊刀尖、棱茎木、百花子）,清热利湿；凉血消肿。主痢疾；腹泻；吐血；痔血
肥皂荚,http://p.ayxbk.com/images/thumb/d/dc/Bkcso.jpg/220px-Bkcso.jpg,（肉皂荚、肥猪子、内皂角、肉皂角、独儿粑皂角）,祛风除湿，活血消肿。用于风湿疼痛，跌打损伤，疔疮肿毒。
榧螺,http://p.ayxbk.com/images/thumb/a/a7/Bkcsp.jpg/220px-Bkcsp.jpg,,平肝潜阳；清燥润肺。主高血压病；头晕；青盲内障；骨蒸劳热
榧子,http://p.ayxbk.com/images/thumb/d/df/Bk18q.jpg/220px-Bk18q.jpg,（香榧、榧树、玉榧、野杉、柀子、彼子、榧实、罴子、玉山果、赤果、、野杉子）,杀虫，消积，润燥。治虫积腹痛，小儿疳积，燥咳，便秘，痔疮。
分心木,http://p.ayxbk.com/images/thumb/0/0f/Bkcst.jpg/220px-Bkcst.jpg,（核桃种隔、胡桃衣、胡桃夹、胡桃隔、核桃隔）,补肾涩精。用于肾虚遗精，滑精，遗尿。
粉条儿菜,http://p.ayxbk.com/images/1/1a/Bk7bn.jpg,（肺筋草、小肺筋草[四川]、金线吊白米、蛆儿草、蛆芽草）,润肺止咳，养心安神，消积驱蛔。用于支气管炎，百日咳，神经功能症，小儿疳积，蛔虫病，腮腺炎。
粪箕笃,http://p.ayxbk.com/images/d/d6/Bkcsu.jpg,（犁壁藤、千金藤、田鸡草、铁板膏药草、蛤乸草、雷砵嘴、畚箕草、飞天雷公、雷林嘴、戽斗藤、铁板膏药、青蛙藤）,清热解毒，利湿通便，消疮肿。治热病发狂，黄疸，胃肠炎，痢疾，便秘，尿血，疮痈肿毒。
风兰,http://p.ayxbk.com/images/thumb/c/c4/Bkct3.jpg/220px-Bkct3.jpg,（净瓶、石芭蕉、大果上叶、牛骨棒）,清热利咽；活血止痛。主肺热咳嗽；咽喉疼痛；疝气；跌打损伤
风轮菜,http://p.ayxbk.com/images/3/30/Bkct7.jpg,（落地梅花、九塔草、红九塔花、熊胆草、野凉粉草、苦刀草、蜂窝草、节节草、苦地胆、九层塔、断血流）,疏风清热，解毒止痢，止血。用于感冒、中暑、痢疾、肝炎；外用治疔疮肿毒、皮肤瘙痒、外伤出血。
枫香树根,http://p.ayxbk.com/images/thumb/e/e2/Bkctv.jpg/220px-Bkctv.jpg,（枫果根、杜东根）,解毒消肿；祛风止痛。主痈疽疔疮；风湿痹痛；牙痛；湿热泄泻；痢疾；小儿消化不良
枫香树叶,http://p.ayxbk.com/images/thumb/4/41/Bkctw.jpg/220px-Bkctw.jpg,,治急性胃肠炎，痢疾，产后风，小儿脐风，痈肿发背。
枫香脂,http://p.ayxbk.com/images/thumb/2/2e/Bk19m.jpg/220px-Bk19m.jpg,（白胶香、枫脂、白胶、芸香、胶香）,活血止痛，解毒，生肌，凉血。用于跌扑损伤，痈疽肿痛，吐血，衄血，外伤出血。
蜂斗菜,http://p.ayxbk.com/images/4/4a/Bkcty.jpg,（蜂斗叶、网丝皮、蛇头草、水钟流头、黑南瓜、野饭瓜、南瓜三七、野南瓜、野金瓜头）,消肿，解毒，散瘀。用于毒蛇咬伤，痈疖肿毒，跌打损伤。
蜂房,http://p.ayxbk.com/images/thumb/a/a3/Bk19o.jpg/220px-Bk19o.jpg,（露蜂房、马蜂窝、蜂巢、野蜂窝、黄蜂窝、百穿之巢）,祛风，功毒，杀虫，止痛。用于龋齿牙痛，疮疡肿毒，乳痈，瘰疬，皮肤顽癣，鹅掌风。
蜂胶,http://p.ayxbk.com/images/thumb/b/ba/Bk19p.jpg/220px-Bk19p.jpg,,软化角化组织、止痛。用于鸡眼、胼胝、寻常疣。
蜂蜜,http://p.ayxbk.com/images/thumb/6/63/Bk1a0.jpg/220px-Bk1a0.jpg,（蜂糖、蜜糖、石蜜、石始、食蜜、蜜、白蜜、白沙蜜、沙蜜、石饴）,补中，润燥，止痛，解毒。用于脘腹虚痛，肺燥干咳，肠燥便秘；外治疮疡不敛，水火烫伤。
蜂窝草,http://p.ayxbk.com/images/8/8b/Bkcu1.jpg,（打毒金、蜂巢草、绣球防风）,疏风散寒，化痰止咳。感冒，头痛，牙痛，咳嗽，咽喉炎，百日咳，支气管哮喘。
蜂药,http://p.ayxbk.com/images/thumb/1/1b/Bkcu2.jpg/220px-Bkcu2.jpg,（翠云草、翠羽草、石打穿、水梭罗、家昌金、小爬岩草、地虱子、风轮草）,祛痰止咳；解毒消肿；凉血止血。主肺热咳嗽；痔疮；疮毒；烧伤；蜂刺伤及出血
蜂蝇,http://p.ayxbk.com/images/thumb/1/19/Bkcu3.jpg/220px-Bkcu3.jpg,（花虻、食蚜蝇）,健脾消食。主脾虚食滞，消化不良
凤凰木,http://p.ayxbk.com/images/thumb/a/a7/Bkcu4.jpg/220px-Bkcu4.jpg,,平肝潜阳。主肝热型高血压，眩晕，心烦不宁
凤尾参,http://p.ayxbk.com/images/thumb/1/17/Bkcuf.jpg/220px-Bkcuf.jpg,（追风箭、公鸡花根、互叶凤尾参、凤尾马先蒿）,补气血，活络。治头晕耳鸣，心慌心跳，筋骨疼痛，虚烧不退。
凤尾茶,http://p.ayxbk.com/images/0/08/Bkde9.jpg,（野山茶、小山茶、云松茶、小香茶、小松毛茶、锈山茶、牙刷草）,发散外邪；理气和胃。主感冒；咽喉红肿；目赤肿痛；口腔炎；牙痛；肝炎；消化不良
凤尾兰,http://p.ayxbk.com/images/4/42/Bkcui.jpg,（白棕、剑麻、菠萝花）,止咳平喘。主支气管哮喘；咳嗽
凤尾七,http://p.ayxbk.com/images/thumb/1/1f/Bkcum.jpg/220px-Bkcum.jpg,（凤尾草、凤凰草、香景天、小丛红景天）,益肾养肝；调经活血。主劳热骨蒸；干血痨；头晕目眩；月经不调
凤仙,http://p.ayxbk.com/images/thumb/3/31/Bkmd6.jpg/220px-Bkmd6.jpg,（小桃红、夹竹桃、海蒳、染指甲草、旱珍珠、透骨草、凤仙草、小粉团、满堂红、水指甲、指甲草）,祛风，活血，消肿，止痛。治关节风湿痛，跌打损伤，瘰疬痈疽，疗疮。
凤仙花,http://p.ayxbk.com/images/1/1e/Bkmlr.jpg,（金凤花、灯盏花、好女儿花、指甲花、海莲花、指甲桃花、金童花、竹盏花）,活血通经，祛风止痛，外用解毒。用于闭经，跌打损伤，瘀血肿痛，风湿性关节炎，痈疖疔疮，蛇咬伤，手癣。
凤眼草,http://p.ayxbk.com/images/thumb/f/f0/Bkcun.jpg/220px-Bkcun.jpg,（椿荚、樗荚、凤眼子、樗树凸凸、樗树子、臭椿子、春铃子）,治痢疾，肠风便血，尿血，崩漏，白带。
凤眼果,http://p.ayxbk.com/images/thumb/0/09/Bkcuo.jpg/220px-Bkcuo.jpg,（频婆果、九层皮、罗晃子、潘安果、七姐果、富贵子、苹婆果、假九层皮、红皮果）,温胃，杀虫。治虫积腹痛，翻胃吐食，疝痛。
凤眼果根,http://p.ayxbk.com/images/thumb/7/7c/Bkcup.jpg/220px-Bkcup.jpg,,主胃溃疡
佛肚花,http://p.ayxbk.com/images/8/82/Bkcuq.jpg,（岩白菜、虎皮、小荷草、华东佛、肚苣苔、岩青菜、石燕三七、金丝草）,祛风解表；活血消痈。主感冒头痛；劳伤；筋骨酸痛；痈疮；无名肿毒
佛甲草,http://p.ayxbk.com/images/thumb/8/8c/Bkmg1.jpg/220px-Bkmg1.jpg,（火烧草、火焰草、佛指甲、半支连、狗牙半支、铁指甲、禾雀舌、禾雀蜊、万年草、午时花、小叶刀掀草、金枪药、狗牙瓣、小佛指甲、尖叶佛甲草、枉开口、鼠牙半枝莲、猪牙齿、土三七、养鸡草、龙水草、回生草、尖叶佛甲单、关叶小石指甲）,清热，消肿，解毒。治咽喉肿痛，痈肿，疔疮，丹毒，烫伤，蛇咬伤，黄疸，痢疾。
佛手,http://p.ayxbk.com/images/thumb/9/98/Bkcur.jpg/220px-Bkcur.jpg,（佛手柑、手柑）,舒肝理气，和胃止痛。用于肝胃气滞，胸胁胀痛，胃脘痞满，食少呕吐。
佛手花,http://p.ayxbk.com/images/thumb/7/7f/Bkcuw.jpg/220px-Bkcuw.jpg,（佛柑花）,疏肝理气；和胃快隔。主肝胃气痛；食欲不振
佛指甲,http://p.ayxbk.com/images/1/1d/Bkcv4.jpg,（瓦松、瓦花、滇瓦花、石花、石根、九头狮子草、岩如意）,清热解毒，止血，祛风湿。治咽喉肿痛，鼻衄，风热头昏，风湿关节痛，鼻疳，湿疹，疮毒。
伏龙肝,http://p.ayxbk.com/images/thumb/a/a2/Bk72i.jpg/220px-Bk72i.jpg,（灶心土、灶中黄土、釜下土、釜月下土、灶中土、灶内黄土）,温中燥湿，止呕止血。治呕吐反胃，腹痛泄泻，吐血、衄血、便血、尿血，妇女妊娠恶阻，崩漏带下，痈肿溃疡。
伏毛苎麻,http://p.ayxbk.com/images/d/d9/Bkcv6.jpg,,主治诸骨鲠喉
扶芳藤,http://p.ayxbk.com/images/thumb/d/da/Bkcv8.jpg/220px-Bkcv8.jpg,（换骨筋、小藤仲、爬行卫矛、滂藤、岩青杠、岩青藤、万年青、卫生草、千斤藤、山百足、抬络藤、白对叶肾、对叶肾、白垟络、土杜仲、藤卫矛、尖叶爬行卫矛、攀缘丝棉木、坐转藤、爬墙虎、铁草鞋、过墙风、攀援丝棉木、绿皮杜仲、棉花杜仲、惊风草）,舒筋活络，止血消瘀。治腰肌劳损，风湿痹痛，咯血，血崩，月经不调，跌打骨折，创伤出血。
扶桑花,http://p.ayxbk.com/images/thumb/4/43/Bkcv9.jpg/220px-Bkcv9.jpg,（花上花、大红花、土红花、大红牡丹花、吊钟花、吊丝红花、木花、朋红、公鸡花、佛桑花、贼头花、紫花兰、状元红）,清肺，化痰，凉血，解毒。治痰火咳嗽，鼻衄，痢疾，赤白浊，痈肿，毒疮。
扶桑金星蕨,http://p.ayxbk.com/images/thumb/5/58/Bkcvh.jpg/220px-Bkcvh.jpg,,止血消炎。主外伤出血
芙蓉花,http://p.ayxbk.com/images/thumb/0/0c/Bkas2.jpg/220px-Bkas2.jpg,（拒霜花、片掌花、四面花、转观花、醉酒芙蓉、文官花、九头花、七星花、富常花、霜降花、山芙蓉、胡索花、旱芙蓉、三变花）,清热解毒；凉血止血；消肿排脓。主肺热咳嗽；吐血；目赤肿痛；崩漏；白带；腹泻；腹痛；痈肿；疮疖；毒蛇咬伤；水火烫伤；跌打损伤
芙蓉菊根,http://p.ayxbk.com/images/thumb/5/5c/Bkcvk.jpg/220px-Bkcvk.jpg,,祛除除湿；温中止痛。主风湿痹痛；脖腹冷痛
芙蓉叶,http://p.ayxbk.com/images/thumb/1/13/Bk70t.jpg/220px-Bk70t.jpg,（地芙蓉、芙蓉、山芙蓉、胡李花、三变花、木棉、拒霜叶、芙蓉花叶、铁箍散）,清肺凉血，消肿排脓。用于肺热咳嗽、肥厚性鼻炎、淋巴结炎、阑尾炎、痈疖脓肿、急性中耳炎、烧伤、烫伤。
茯苓,http://p.ayxbk.com/images/e/e7/Bk0ub.jpg,（茯苓个、茯苓皮、茯苓块、赤茯苓、白茯苓、茯菟、茯灵、茯蕶、伏苓、伏菟、松腴、绛晨伏胎、云苓、茯兔、松薯、松木薯、松苓、不死面）,利水渗湿，健脾宁心。用于水肿尿少，痰饮眩悸，脾虚食少，便溏泄泻，心神不安，惊悸失眠。
茯苓皮,http://p.ayxbk.com/images/2/23/Bk0uk.jpg,（苓皮）,利水消肿。主水温肿满；小便不利
茯神,http://p.ayxbk.com/images/thumb/d/de/Bkbh4.jpg/220px-Bkbh4.jpg,（茯神木、伏神）,宁心安神。适用于心悸怔忡、失眠健忘等症。
浮海石,http://p.ayxbk.com/images/thumb/2/29/Bkcvl.jpg/220px-Bkcvl.jpg,（浮石、石花、海石、水泡石、海浮石、浮水石、羊肝石）,清肺化痰；软坚散结。主痰热咳嗽；瘿瘤；疮肿
浮萍,http://p.ayxbk.com/images/thumb/d/d8/Bk0ul.jpg/220px-Bk0ul.jpg,（水萍、水萍草、浮萍草、苹、水花、浮蓱、薸、萍子草、水白、水苏、小萍子、水藓、水帘、九子萍、田萍、浮萍、藻）,宣散风热，透疹，利尿。用于麻疹不透，风疹瘙痒，水肿尿少。
浮尸草,http://p.ayxbk.com/images/thumb/3/36/Bkd0r.jpg/220px-Bkd0r.jpg,,补虚，敛汗，止血。用于久病体虚，阴虚盗汗，血崩。
浮石,http://p.ayxbk.com/images/1/19/Bkcvo.jpg,（水花、白浮石、海浮石、海石、水泡石、浮水石、大海浮石）,清肺火；化老痰；利水通淋；软坚散结。主痰热壅肺；咳喘痰稠难咯；小便淋沥涩痛；瘿瘤瘰疬
浮小麦,http://p.ayxbk.com/images/6/6c/Bk0un.jpg,（浮水麦、浮麦）,除虚热；止汗。主止阴虚发热；盗汗；自汗
福参叶,http://p.ayxbk.com/images/thumb/7/7a/Bkcvx.jpg/220px-Bkcvx.jpg,,祛风散寒除湿。主风寒湿痹
福建柏,http://p.ayxbk.com/images/thumb/4/41/Bkcvy.jpg/220px-Bkcvy.jpg,,行气止痛；降逆止呕。主脘腹疼痛；噎膈；反胃；呃逆；恶心呕吐
福建排草,http://p.ayxbk.com/images/thumb/0/09/Bkcw1.jpg/220px-Bkcw1.jpg,（刘海节菊）,疏风止咳；清热解毒。主感冒咳嗽；头痛目赤；咽喉肿痛
抚松乌头,http://p.ayxbk.com/images/thumb/0/08/Bkcw3.jpg/220px-Bkcw3.jpg,,祛风散寒；止痛。主风寒湿痹；关节疼痛；‘心腹冷痛
附地菜,http://p.ayxbk.com/images/thumb/7/7a/Bkcw5.jpg/220px-Bkcw5.jpg,（伏地菜、鸡肠、鸡肠草、地胡椒、搓不死、豆瓣子棵、伏地草、山苦菜、地瓜香）,治遗尿，赤白痢，发背，热肿，手脚麻木。
附子,http://p.ayxbk.com/images/thumb/a/ab/Bk0vg.jpg/220px-Bk0vg.jpg,（附片、盐附子、黑顺片、白附片）,回阳救逆，补火助阳，逐风寒湿邪。用于亡阳虚脱，肢冷脉微，阳萎，宫冷，心腹冷痛，虚寒吐泻，阴寒水肿，阳虚外感，寒湿痹痛。
腹水草,http://p.ayxbk.com/images/thumb/5/5c/Bkcwc.jpg/220px-Bkcwc.jpg,（两头爬、两头粘、两头镇、仙桥草、钓鱼竿、钓竿藤、爬岩红、两头生根、疗疮草、翠梅草、毛叶仙桥、两头蛇、三节两梗、霜里红、两头根、吊线风、梅叶伸筋、金鸡尾、倒地龙、吊杆风、叶下红、双头粘、散血丹、两头绷、惊天雷、万里云、仙人搭桥、二头马兰、蟹珠草、过山龙、汤生草、金桑鸟草、天桥草、过天桥、一条筋、秋草、穿山鞭、疔疮草、金叠鸟草）,行水；消肿；散瘀；解毒。主肝硬化腹水；肾炎水肿；跌打损伤；疮肿疔毒；烫伤；毒蛇咬伤
蝮蛇,http://p.ayxbk.com/images/thumb/f/f2/Bkcwl.jpg/220px-Bkcwl.jpg,（土球子、土谷蛇、土布袋、土狗子蛇、草上飞、七寸子、土公蛇、土虺、灶土蛇、烂肚腹虺、虺、反鼻、土虺蛇、反鼻蛇、碧飞、方胜板、土锦、灰地匾、狗屙蝮、烂肚蝮、地扁蛇）,祛风，攻毒。治麻风，癞疾，皮肤顽痹，瘰疬，痔疾。
覆盆子,http://p.ayxbk.com/images/thumb/1/1d/Bkmw8.jpg/220px-Bkmw8.jpg,（覆盆、乌藨子、小托盘、竻藨子、山泡）,益肾，固精，缩尿。用于肾虚遗尿，小便频数，阳痿早泄，遗精滑精。
覆盆子叶,http://p.ayxbk.com/images/thumb/f/f2/Bkcwr.jpg/220px-Bkcwr.jpg,（西国草、覆盆草叶）,治眼睑赤烂，泪多，视物昏花，牙痛，臁疮。
伽蓝菜,http://p.ayxbk.com/images/thumb/c/ce/Bkcws.jpg/220px-Bkcws.jpg,（鸡爪三七、五爪三七、鸡脚三七、土三七、假川连、青背天葵、五爪田七、小灯笼草、大还魂、高凉菜）,清热解毒，散瘀，止血。治疮疡脓肿，跌打损伤，创伤出血，烫伤，湿疹。
干贝,http://p.ayxbk.com/images/thumb/e/eb/Bkcwt.jpg/220px-Bkcwt.jpg,（江瑶柱、扇贝柱）,滋阴；养血；补肾；调中。主消渴；肾虚尿频；食欲不振
干地黄,http://p.ayxbk.com/images/4/4d/Bkcwv.jpg,（地髓、原生地、干生地、生地黄）,滋阴，养血。治阴虚发热，消渴，吐血，衄血，血崩，月经不调，胎动不安，阴伤便秘。
干姜,http://p.ayxbk.com/images/thumb/2/22/Bk1ek.jpg/220px-Bk1ek.jpg,（白姜、均姜、干生姜）,干姜温中散寒，回阳通脉，燥湿消痰。用于脘腹冷痛，呕吐泄泻，肢冷脉微，痰饮喘咳。
干漆,http://p.ayxbk.com/images/thumb/0/05/Bk1el.jpg/220px-Bk1el.jpg,（漆树、漆渣、漆底、漆脚、续合筒、黑漆）,破瘀，消积，杀虫。治妇女经闭，症瘕，瘀血，虫积。
甘草,http://p.ayxbk.com/images/thumb/a/a4/Bk1es.jpg/220px-Bk1es.jpg,（甜草根、红甘草、粉甘草、粉草、美草、蜜甘、蜜草、蕗草、国老、灵通、甜草、甜根子、棒草）,清热解毒，润肺止咳，调和诸药；炙甘草能补脾益气。主治咽喉肿痛，咳嗽，脾胃虚弱，胃、十二指肠溃疡，肝炎，癔病，痈疖肿毒，药物及食物中毒。
甘菊,http://p.ayxbk.com/images/0/03/Bkcx1.jpg,,清热祛湿。主湿热黄疸
甘蓝,http://p.ayxbk.com/images/thumb/7/78/Bkcx5.jpg/220px-Bkcx5.jpg,（蓝菜、西土蓝、包心菜、洋白菜、卷心菜、莲花白、葵花白菜）,清利湿热；散结止痛；益肾补虚。主湿热黄疸；消化道溃疡疼痛；关节不利；虚损
甘露子,http://p.ayxbk.com/images/7/7a/Bkcx9.jpg,（宝塔菜、地蚕、草石蚕、土人参、地牯牛草）,祛风热利湿，活血散瘀。用于黄疸，尿路感染，风热感冒，肺结核；外用治疮毒肿痛，蛇虫咬伤。
甘木通,http://p.ayxbk.com/images/thumb/7/77/Bkcxa.jpg/220px-Bkcxa.jpg,（眼蛇药）,清肝火；宁心神；降血压；通络止痛。主高血压病；失眠；头痛；四肢麻木；肝经风热；目赤肿痛；风火牙痛；风湿痹痛
甘青青兰,http://p.ayxbk.com/images/2/2e/Bk1ff.jpg,（在羊古、唐古特青兰、知杨故）,和胃疏肝。用于胃炎，胃溃疡，肝炎，肝肿大。
甘薯,http://p.ayxbk.com/images/thumb/7/70/Bkcxc.jpg/220px-Bkcxc.jpg,（白薯、红薯、红苕、番薯、地瓜、甘储、山薯、甘薯、甜薯）,益气健脾；养阴补肾。主脾虚气弱；肾阴专职乏诸证
甘松,http://p.ayxbk.com/images/thumb/c/cc/Bk1fg.jpg/220px-Bk1fg.jpg,（甘松香、香松、甘香松）,理气止痛；醒脾健胃。主脘腹胀痛；不国民饮食；牙痛；脚气
甘遂,http://p.ayxbk.com/images/thumb/9/96/Bk1fn.jpg/220px-Bk1fn.jpg,（猫儿眼[西北]、化骨丹、甘泽、肿手花、萱根子、主田、重泽、苦泽、陵藁、甘藁、鬼丑、陵津、肿手花根、白泽、陵泽、九头狮子草、头痛花、猫儿眼）,泻水逐饮。用于水肿胀满，胸腹积水，痰饮积聚，气逆喘咳，二便不利。
甘蔗,http://p.ayxbk.com/images/a/aa/Bkcxi.jpg,（红甘蔗、薯蔗、干蔗、接肠草、竿蔗、糖梗）,清热生津；润燥和中；解毒。主烦热；消渴；呕哕反胃；虚热咳嗽；大便燥结；痈疽疮肿
柑,http://p.ayxbk.com/images/a/a9/Bkmkq.jpg,（金实、柑子、木奴、瑞金奴、桶柑、蜜桶柑、招柑）,清热止津；醒酒利尿。主胸隔烦热；口渴欲饮；醉酒；小便不利
